ID,Round,Direction,Item Type,Year,Author,Publication Title,DOI,Url,Abstract,Automatic Tags,Title,I1 (!ROS),I2 (!SE),I3 (!English),I4 (<2007),I5 (!Peer reviewed),E1 (only-implementation),E2 (dup previous),E2 (duplicate),E3 (no full-text),Included,,
S1166,2,bkwd,conferencePaper,2000,"Thiele, L.; Chakraborty, S.; Naedele, M.",2000 IEEE International Symposium on Circuits and Systems (ISCAS),10.1109/ISCAS.2000.858698,,"This paper establishes a link between three areas, namely Max-Plus Linear System Theory as used for dealing with certain classes of discrete event systems, Network Calculus for establishing time bounds in communication networks, and real-time scheduling. In particular, it is shown that important results from scheduling theory can be easily derived and unified using Max-Plus Algebra. Based on the proposed network theory for real-time systems, the first polynomial algorithm for the feasibility analysis and optimal priority assignment for a general task model is derived.",Algebra; Calculus; Communication networks; Computer networks; Discrete event systems; Linear systems; Polynomials; Processor scheduling; Real time systems; Scheduling algorithm,Real-time calculus for scheduling hard real-time systems,x,,,,,,,,,,NO,
S1165,2,bkwd,conferencePaper,2020,"Swanborn, Stan; Malavolta, Ivano",Proceedings of the 35th IEEE/ACM International Conference on Automated Software Engineering Workshops,10.1145/3417113.3422997,https://doi.org/10.1145/3417113.3422997,"Nowadays, robots are widely used in many areas of our lifes, such as autonomous storage, self-driving vehicles, drones, industrial automation, etc. Energy is a critical factor for robotic systems, especially for mobile robots where energy is a finite resource (e.g., surveillance autonomous rovers). Since software is becoming the central focus of modern robotic systems, it is important to understand how it influences the energy consumption of the entire system. However, there is no systematic study of the state of the art in energy efficiency of robotics software that could guide research or practitioners in finding solutions and tools to develop robotic systems with energy efficiency in mind. The goal of this paper is to present a review of existing research on energy efficiency in robotics software. Specifically, we investigate on (i) the used metrics for energy efficiency, (ii) the application domains within the robotics area covered by research on energy efficiency, (iii) the identified major energy consumers within a robotic system, (iv) how existing approaches are evaluated, (v) the used energy models, (vi) the techniques supporting the development of energy-efficient robotics software, and (vii) which quality attributes tend to be traded off when dealing with energy efficiency in robotics. We also provide a replication package to assess, extend, and/or replicate the study. The results of this work can guide researchers and practitioners in robotics and software engineering in better reasoning and contributing to energy-efficient robotics software.",,Energy efficiency in robotics software: a systematic literature review,x,,,x,,,,,,,NO,
S1164,2,bkwd,journalArticle,1991,"Stankovic, J.A.; Ramamritham, K.",IEEE Software,10.1109/52.88945,,"A real-time operating system kernel, called the Spring kernel, that provides some of the basic support required for large, complex, next-generation real-time systems, especially in meeting timing constraints, is presented. The approach meets the need to build predictable yet flexible real-time systems. Most current real-time operating systems contain the same basic paradigms found in time-sharing operating systems and often use a basic priority-scheduling mechanism that provides no direct support for meeting timing constraints. Spring uses two criteria to classify tasks' interaction with and effects on the environment: importance and timing requirements. Implementation experience with Spring is described.<>",Computer aided manufacturing; Delay; Kernel; Laboratories; Operating systems; Real time systems; Springs; Switches; Time sharing computer systems; Timing,The Spring kernel: a new paradigm for real-time systems,x,,,x,,,,,,,NO,
S1163,2,bkwd,conferencePaper,2018,"Soliman, Mohamed; Rekaby Salama, Amr; Galster, Matthias; Zimmermann, Olaf; Riebisch, Matthias",2018 IEEE International Conference on Software Architecture (ICSA),10.1109/ICSA.2018.00028,,"To make good architecture design decisions, developers need to know suitable architecture solution alternatives. However, with the rapid and continuous increase of solution alternatives (e.g. technologies, patterns, tactics), it is challenging to acquire architecture knowledge and to ensure that this knowledge is up to date. Our goal is to improve how architects search for architecturally relevant information in online developer communities. We developed a new search approach for architecturally relevant information using Stack Overflow as an example of an online developer community. Our search approach differs from a conventional keyword-based search in that it considers semantic information of architecturally relevant concepts in Stack Overflow. We also implemented the search approach as a web-based search engine. To show the effectiveness of the search approach compared to a conventional keyword-based search, we conducted an experiment with 16 practitioners. To ensure realism of the experiment, tasks given to practitioners are based on real scenarios identified in interviews with a different set of practitioners. The experiment showed that the new search approach outperforms a conventional keyword based search.",Business; Computer architecture; developer communities; Electronic mail; Information Retrieval; Ontologies; Search problems; Semantics; software architecture; software architecture knowledge; Stack Overflow; Text Classification,Improving the Search for Architecture Knowledge in Online Developer Communities,x,,,x,,,,,,,NO,
S1162,2,bkwd,journalArticle,1994,"Shin, K.G.; Ramanathan, P.",Proceedings of the IEEE,10.1109/5.259423,,This paper surveys the state of the art in real-time computing. It introduces basic concepts and identifies key issues in the design of real-time systems. Solutions proposed in literature for tackling these issues are also briefly discussed.<>,Application software; Automobiles; Computer displays; Computer science; Environmental economics; Humans; Processor scheduling; Real time systems; Resource management; Wheels,Real-time computing: a new discipline of computer science and engineering,x,,,x,,,,,,,NO,
S1161,2,bkwd,webpage,,,,,https://acme.able.cs.cmu.edu/pubs/show.php?id=192&type=both,,,SHOW publication #192 - ABLE Publications,x,,,,,,,,,,NO,
S1160,2,bkwd,journalArticle,,"Quigley, Morgan; Gerkey, Brian; Conley, Ken; Faust, Josh; Foote, Tully; Leibs, Jeremy; Berger, Eric; Wheeler, Rob; Ng, Andrew",,,,"This paper gives an overview of ROS, an opensource robot operating system. ROS is not an operating system in the traditional sense of process management and scheduling; rather, it provides a structured communications layer above the host operating systems of a heterogenous compute cluster. In this paper, we discuss how ROS relates to existing robot software frameworks, and brieﬂy overview some of the available application software which uses ROS.",,ROS: an open-source Robot Operating System,,x,,,,,,,,,NO,
S1158,2,bkwd,webpage,,,,,https://scholar.google.com/scholar_lookup?title=Redis&publication_year=2020&author=S.J.A.%20Redis,,,REDIS: Redis Vol1 Nº1 Revista Completa - Google Scholar,x,,,,,,,,,,NO,
S1157,2,bkwd,book,2015,"Quigley, Morgan; Gerkey, Brian; Smart, William D.",,,,"Want to develop novel robot applications, but don’t know how to write a mapping or object-recognition system? You’re not alone, but you’re certainly not without help. By combining real-world examples with valuable knowledge from the Robot Operating System (ROS) community, this practical book provides a set of motivating recipes for solving specific robotics use cases.Ideal for enthusiasts, from students in robotics clubs to professional robotics scientists and engineers, each recipe describes a complete solution using ROS open source libraries and tools. You’ll learn how to complete tasks described in the recipes, as well as how to configure and recombine components for other tasks. If you’re familiar with Python, you’re ready to go.Learn fundamentals, including key ROS concepts, tools, and patternsProgram robots that perform an increasingly complex set of behaviors, using the powerful packages in ROSSee how to easily add perception and navigation abilities to your robotsIntegrate your own sensors, actuators, software libraries, and even a whole robot into the ROS ecosystemLearn tips and tricks for using ROS tools and community resources, debugging robot behavior, and using C++ in ROS",Computers / Computer Science; Computers / Languages / Python; Computers / Programming / Open Source; TECHNOLOGY & ENGINEERING / Engineering (General),Programming Robots with ROS: A Practical Introduction to the Robot Operating System,,,,,,,,,x,,NO,
S1156,2,bkwd,journalArticle,2015,"Pyo, Yoonseok; Nakashima, Kouhei; Kuwahata, Shunya; Kurazume, Ryo; Tsuji, Tokuo; Morooka, Ken’ichi; Hasegawa, Tsutomu",Robotics and Autonomous Systems,10.1016/j.robot.2015.07.010,https://www.sciencedirect.com/science/article/pii/S0921889015001542,"Daily life assistance is one of the most important applications for service robots. For comfortable assistance, service robots must recognize the surrounding conditions correctly, including human motion, the position of objects, and obstacles. However, since the everyday environment is complex and unpredictable, it is almost impossible to sense all of the necessary information using only a robot and sensors attached to it. In order to realize a service robot for daily life assistance, we have been developing an informationally structured environment using distributed sensors embedded in the environment. The present paper introduces a service robot system with an informationally structured environment referred to the ROS–TMS. This system enables the integration of various data from distributed sensors, as well as storage of these data in an on-line database and the planning of the service motion of a robot using real-time information about the surroundings. In addition, we discuss experiments such as detection and fetch-and-give tasks using the developed real environment and robot.",Distributed sensor; Informationally structured environment; Intelligent space; Motion planning; Robot operating system; Service robot,Service robot system with an informationally structured environment,,x,,x,,,,,,,NO,
S1155,2,bkwd,conferencePaper,2012,"Purandare, Rahul; Darsie, Javier; Elbaum, Sebastian; Dwyer, Matthew B.",2012 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/IROS.2012.6385719,,"Modern robotics systems rely on distributed event-based frameworks to facilitate the assembly of software out of collections of reusable components. These frameworks express component dependencies in data that encode event publish-subscribe relations. This loosely coupled architecture makes it difficult for developers to understand the dependencies and to predict the impacts of a change to a component as the components grow in number and complexity. Moreover, this encoding of dependencies renders traditional techniques for analyzing component dependencies inapplicable, because the dependencies are bound by communication channels rather than data. In this work, we present a program analysis technique that automatically extracts a model of component dependencies from distributed system source code. This model identifies not only the temporal dependencies among components, but also the conditions under which those dependencies are realized. We have implemented the analysis and applied it to systems developed in ROS. The resulting models are succinct and precise, which suggests that programmers will find them comprehensible, and they can be used to document important global dependencies in a system, to compare different versions to identify the impacts of component changes, and to help locate errors.",Analytical models; Complexity theory; Computer architecture; Grammar; Robots; Software; Torso,Extracting conditional component dependence for distributed robotic systems,,,,x,,,,,x,,NO,
S1154,2,bkwd,conferencePaper,2019,"Pichler, Marc; Dieber, Bernhard; Pinzger, Martin",2019 Third IEEE International Conference on Robotic Computing (IRC),10.1109/IRC.2019.00020,,"Since its beginnings ten years ago, the Robot Operating System (ROS) has created a huge community of developers and researchers and is now the most widespread open-source framework for robotics development. It is used in research, prototyping but also in commercial products and supports a wide range of robotic platforms, sensors and highlevel data processing functions. While for a research platform, quality of the software developed with it is typically of lower importance, ROS is gradually moving towards industrial applications making software quality a premier topic. In this paper, we want to gain insights on how ROS is used in practice, how high the quality of the ROS packages and applications is, and where potential pitfalls in the use of ROS lie. To achieve this, we have analyzed several thousands of open-source ROS packages found on GitHub and Bitbucket for their quality and their interdependencies. Our results include packages on the rosdistro index and, more importantly, packages that are not. From our results we show common issues in ROS-applications, quality implications, and also which packages of what quality are particularly popular.",dependency analysis; Indexes; Open source software; repository quality; ros; Service robots; software quality; Software quality; Tools,Can I Depend on you? Mapping the Dependency and Quality Landscape of ROS Packages,,,,,,,,x,,,NO,
S1153,2,bkwd,journalArticle,2003,"Peltz, C.",Computer,10.1109/MC.2003.1236471,,"Combining Web services to create higher level, cross-organizational business processes requires standards to model the interactions. Several standards are working their way through industry channels and into vendor products.",Availability; Collaboration; Companies; Computer architecture; Engines; Information technology; Logic; Process design; Scalability; Web services,Web services orchestration and choreography,,x,,,,,,,,,NO,
S1152,2,bkwd,webpage,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1383762117300954,,,Automotive Architecture Framework: The experience of Volvo Cars - ScienceDirect,x,,,,,,,,,,NO,
S1151,2,bkwd,book,2011,"Myers, Glenford J.; Sandler, Corey; Badgett, Tom",,,,"The classic, landmark work on software testing The hardware and software of computing have changed markedly in the three decades since the first edition of The Art of Software Testing, but this book's powerful underlying analysis has stood the test of time. Whereas most books on software testing target particular development techniques, languages, or testing methods, The Art of Software Testing, Third Edition provides a brief but powerful and comprehensive presentation of time-proven software testing approaches. If your software development project is mission critical, this book is an investment that will pay for itself with the first bug you find. The new Third Edition explains how to apply the book's classic principles to today's hot topics including:  Testing apps for iPhones, iPads, BlackBerrys, Androids, and other mobile devices Collaborative (user) programming and testing Testing for Internet applications, e-commerce, and agile programming environments  Whether you're a student looking for a testing guide you'll use for the rest of your career, or an IT manager overseeing a software development team, The Art of Software Testing, Third Edition is an expensive book that will pay for itself many times over.",Business & Economics / Reference; Computers / Information Technology,The Art of Software Testing,x,,,,,,,,,,NO,
S1148,2,bkwd,journalArticle,2012,"Mitka, Eleftheria; Gasteratos, Antonios; Kyriakoulis, Nikolaos; Mouroutsos, Spyridon G.",Safety Science,10.1016/j.ssci.2012.05.009,https://www.sciencedirect.com/science/article/pii/S0925753512001294,"Domestic robotics is a growing sector with the potential for a large number of commercial applications. Robotics technologies have been successfully applied in industrial production lines, yet, for them to be successful in a dynamic household environment the need for increased reliability, robustness and other special capabilities become paramount. We are not far from the time when people will live and interact with robots and, thus, safety becoming the fundamental issue to observe. Robot designers should produce safe products for humans no matter what failure, malfunction or mishandle may occur. Thus, respective safety procedures ought to be applied to domestic robots as well. The most critical challenge is to preserve safety of humans without forfeiting a single token of the efficiency required to perform any task. In this technical communication, the authors address the need for safety regulations in domestic robotics and, while they do not intend to replace any current robot safety standards or guidelines, the proposed work may serve as a supplement to the standards. Since specific safety standards for domestic robots are not available, we propose that their safety verification should be carried out on the base of well-applied standards that developed in other areas and discussed here. The communication in hand provides the ground upon which a standard on domestic robots can be built. Moreover, it proposes a systemic approach that explicitly relates the system and user requirements to a list of safety problems, in order to achieve an adequate level of safety in domestic robotics.",Domestic robots; Requirements; Standardization; Systemic method,Safety certification requirements for domestic robots,x,,,x,,,,,,,NO,
S1147,2,bkwd,conferencePaper,2014,"Mirakhorli, Mehdi; Fakhry, Ahmed; Grechko, Artem; Wieloch, Matteusz; Cleland-Huang, Jane",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,10.1145/2635868.2661671,https://doi.org/10.1145/2635868.2661671,"The quality of a software architecture is largely dependent upon the underlying architectural decisions at the framework, tactic, and pattern levels. Decisions to adopt certain solutions determine the extent to which desired qualities such as security, availability, and performance are achieved in the delivered system. In this tool demo, we present our Eclipse plug-in named Archie as a solution for maintaining architectural qualities in the design and code despite long-term maintenance and evolution activities. Archie detects architectural tactics such as heartbeat, resource pooling, and role-based access control (RBAC) in the source code of a project; constructs traceability links between the tactics, design models, rationales and source code; and then uses these to monitor the environment for architecturally significant changes and to keep developers informed of underlying design decisions and their associated rationales.",Architecture; Degradation; Patterns; Tactics,"Archie: a tool for detecting, monitoring, and preserving architecturally significant code",x,,,x,,,,,,,NO,
S1146,2,bkwd,conferencePaper,2015,"Mirakhorli, Mehdi; Cleland-Huang, Jane",2015 IEEE/ACM 12th Working Conference on Mining Software Repositories,10.1109/MSR.2015.44,,"Architectural qualities such as reliability, performance, and security, are often realized in a software system through the adoption of tactical design decisions such as the decision to use redundant processes, a heartbeat monitor, or a specific authentication mechanism. Such decisions are critical for delivering a system that meets its quality requirements. Despite the stability of high-level decisions, our analysis has shown that tactic-related classes tend to be modified more frequently than other classes and are therefore stronger predictors of change than traditional Object-Oriented coupling and cohesion metrics. In this paper we present the results from this initial study, including an analysis of why tactic-related classes are changed, and a discussion of the implications of these findings for maintaining architectural quality over the lifetime of a software system.",Complexity theory; Computer bugs; Heart beat; Measurement; Reliability; Software; Software engineering,"Modifications, Tweaks, and Bug Fixes in Architectural Tactics",x,,,x,,,,,,,NO,
S1145,2,bkwd,journalArticle,1992,"Meyer, B.",Computer,10.1109/2.161279,,"Methodological guidelines for object-oriented software construction that improve the reliability of the resulting software systems are presented. It is shown that the object-oriented techniques rely on the theory of design by contract, which underlies the design of the Eiffel analysis, design, and programming language and of the supporting libraries, from which a number of examples are drawn. The theory of contract design and the role of assertions in that theory are discussed.<>",Books; Computer bugs; Contracts; Guidelines; Object oriented programming; Pressing; Reliability theory; Robustness; Software engineering; Software systems,Applying 'design by contract',x,,,,,,,,,,NO,
S1144,2,bkwd,journalArticle,2005,"Malek, S.; Mikic-Rakic, M.; Medvidovic, N.",IEEE Transactions on Software Engineering,10.1109/TSE.2005.29,,"A recent emergence of small, resource-constrained, and highly mobile computing platforms presents numerous new challenges for software developers. We refer to development in this new setting as programming-in-the-small-and-many (Prism). This paper provides a description and evaluation of Prism-MW, a middleware platform intended to support software architecture-based development in the Prism setting. Prism-MW provides efficient and scalable implementation-level support for the key aspects of Prism application architectures, including their architectural styles. Additionally, Prism-MW is extensible to support different application requirements suitable for the Prism setting. Prism-MW has been applied in a number of applications and used as an educational tool in graduate-level software architecture and embedded systems courses. Recently, Prism-MW has been successfully evaluated by a major industrial organization for use in one of their key distributed embedded systems. Our experience with the middleware indicates that the principles of architecture-based software development can be successfully, and flexibly, applied in the Prism setting.",Application software; architectural style; Computer architecture; Connectors; Embedded system; Guidelines; Index Terms- Software architecture; middleware; Middleware; Mobile computing; Prism-MW.; Software architecture; Software engineering; Software systems,"A style-aware architectural middleware for resource-constrained, distributed systems",x,,,,,,,,,,NO,
S1143,2,bkwd,webpage,,,,,https://www.sciencedirect.com/science/article/pii/S0164121221000662,,,Mining guidelines for architecting robotics software - ScienceDirect,x,,,,,,,,,,NO,
S1142,2,bkwd,conferencePaper,2020,"Malavolta, Ivano; Lewis, Grace; Schmerl, Bradley; Lago, Patricia; Garlan, David",2020 IEEE/ACM 42nd International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),,,"The Robot Operating System (ROS) is the de-facto standard for robotic software. If on one hand ROS is helping roboticists, e.g., by providing a standardized communication platform, on the other hand ROS-based systems are getting larger and more complex and could benefit from good software architecture practices. This paper presents an observational study aimed at (i) unveiling the state-of the-practice for architecting ROS-based systems and (ii) providing guidance to roboticists about how to properly architect ROS-based systems. To achieve these goals, we (i) build a dataset of 335 GitHub repositories containing real open-source ROS-based systems, (ii) mine the repositories for extracting the state of the practice about how roboticists are architecting them, and (iii) synthesize a catalog of 49 evidence-based guidelines for architecting ROS-based systems. The guidelines have been validated by 77 roboticists working on real-world open-source ROS-based systems.",Computer architecture; Data mining; Documentation; Guidelines; Mining Software Repositories; Open source software; Robotics; Robots; Service robots; Software Architecture,How do you Architect your Robots? State of the Practice and Guidelines for ROS-based Systems,,,,,,,,,x,,NO,
S1141,2,bkwd,conferencePaper,2021,"Malavolta, Ivano; Chinnappan, Katerina; Swanborn, Stan; Lewis, Grace A.; Lago, Patricia",2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),10.1109/MSR52588.2021.00042,,"In today’s world, reducing energy consumption should be the goal for any organization and any system, including robotics software systems. However, state of the practice in robotics software development focuses primarily on achieving functionality and performance, with minimal recognition of energy-efficiency as a driving software quality. The goal of this paper is to identify, synthesize, and empirically evaluate architectural tactics for energy-efficiency applied by practitioners in real robotics projects. Four tactics were identified by mining software repository techniques applied to the ROS ecosystem. The tactics were evaluated via experimentation on a real, commodity robotics system. Results show that the application of green architectural tactics tends to largely improve the energy-efficiency of the robot (7.9% energy savings when all tactics are applied) and that the movement strategy and the physical environment where the robot operates strongly influence how energy is consumed by the robot.",Ecosystems; Energy efficiency; Energy efficient software; Green products; Mission critical systems; Organizations; Robotics software; Software Architecture; Software quality; Software systems,Mining the ROS ecosystem for Green Architectural Tactics in Robotics and an Empirical Evaluation,,,,,,,,,x,,NO,
S1140,2,bkwd,conferencePaper,2018,"Le, Duc Minh; Link, Daniel; Shahbazian, Arman; Medvidovic, Nenad",2018 IEEE International Conference on Software Architecture (ICSA),10.1109/ICSA.2018.00027,,"Architecture is the set of principal design decisions about a software system. In practice, new architectural decisions are added and existing ones reversed or modified throughout a system's lifetime. Frequently, these decisions deviate from the architect's well-considered intent, and software systems regularly exhibit increased architectural decay as they evolve. The manifestations of such ill-considered design decisions are seen as “architectural smells”. To date, there has been no in-depth study of the characteristics or trends involving this phenomenon. Instead, when referring to architectural smells and their negative effects, both researchers and practitioners had to rely on folklore and their personal, inherently limited experience. In this paper, we report on the systematic step we have taken in investigating the nature and impact of architectural smells. We have selected a set of representative architectural smells from literature and analyzed their instances in 421 versions from 8 open-source software systems. We have (1) developed algorithms to automatically detect instances of multiple architectural smell types, and (2) analyzed relationships between the detected smells and the lists of issues reported in the systems' respective issue trackers. Our study shows that architectural smells have tangible negative consequences in the form of implementation issues as well as code commits requiring increased maintenance effort throughout a system's lifetime.",Architectural-Decay; Architectural-Smells; Computer architecture; Connectors; Couplings; Detection algorithms; Implementation-Issues; Software architecture; Software systems; Software-Maintenance,An Empirical Study of Architectural Decay in Open-Source Software,x,,,,,,,,,,NO,
S1139,2,bkwd,book,2010,"Lidwell, William; Holden, Kritina; Butler, Jill",,,,"Universal Principles of Design, Revised and Updated is a comprehensive, cross-disciplinary encyclopedia covering 125 laws, guidelines, human biases, and general considerations important to successful design. Richly illustrated and easy to navigate, it pairs clear explanations of every design concept with visual examples of the ideas applied in practice. From the 80/20 Rule to the Weakest Link, every major design concept is defined and illustrated. Whether a marketing campaign or a museum exhibit, a video game or a complex control system, the design we see is the culmination of many concepts and practices brought together from a variety of disciplines. Because no one can be an expert on everything, designers have always had to scramble to find the information and know-how required to make a design work—until now. Just a few of the principles that will broaden your design knowledge, promote brainstorming, and help you check the quality of your work:Baby-Face BiasExpectation EffectGolden RationOckham's RazorProximityScaling FallacyThe book is organized alphabetically so that principles can be easily and quickly referenced by name. For those interested in addressing a specific problem of design, the principles havealso been indexed by questions commonly confronting designers (How can I help people learn from my design? How can I enhance the usability of a design? How can I make better design decisions? ...). Each principle is presented in a two-page format. The left-hand page contains a succinct definition, a full description of the principle, examples of its use, and guidelines for use. Side notes appear to the right of the text, and provide elaborations and references. The right-hand page contains visual examples and related graphics to support a deeper understanding of the principle. This landmark reference is the standard for designers, engineers, architects, and students who seek to broaden and improve their design expertise.",Design / Graphic Arts / Commercial & Corporate; Design / Graphic Arts / General; Design / Reference,"Universal Principles of Design, Revised and Updated: 125 Ways to Enhance Usability, Influence Perception, Increase Appeal, Make Better Design Decisions, and Teach Through Design",,,,,x,,,,,,NO,
S1138,2,bkwd,journalArticle,2020,"Lamarre, Olivier; Limoyo, Oliver; Marić, Filip; Kelly, Jonathan",The International Journal of Robotics Research,10.1177/0278364920908922,https://doi.org/10.1177/0278364920908922,"Future exploratory missions to the Moon and to Mars will involve solar-powered rovers; careful vehicle energy management is critical to the success of such missions. This article describes a unique dataset gathered by a small, four-wheeled rover at a planetary analog test facility in Canada. The rover was equipped with a suite of sensors designed to enable the study of energy-aware navigation and path planning algorithms. The sensors included a colour omnidirectional stereo camera, a monocular camera, an inertial measurement unit, a pyranometer, drive power consumption monitors, wheel encoders, and a GPS receiver. In total, the rover drove more than 1.2 km over varied terrain at the analog test site. All data is presented in human-readable text files and as standard-format images; additional Robot Operating System (ROS) parsing tools and several georeferenced aerial maps of the test environment are also included. A series of potential research use cases is described.",energy-aware path planning; localization and mapping; long-term autonomy; Planetary robotics; terrain assessment,The Canadian Planetary Emulation Terrain Energy-Aware Rover Navigation Dataset,,x,,,,,,,,,NO,
S1137,2,bkwd,journalArticle,2013,"Khaleghi, Bahador; Khamis, Alaa; Karray, Fakhreddine O.; Razavi, Saiedeh N.",Information Fusion,10.1016/j.inffus.2011.08.001,https://www.sciencedirect.com/science/article/pii/S1566253511000558,"There has been an ever-increasing interest in multi-disciplinary research on multisensor data fusion technology, driven by its versatility and diverse areas of application. Therefore, there seems to be a real need for an analytical review of recent developments in the data fusion domain. This paper proposes a comprehensive review of the data fusion state of the art, exploring its conceptualizations, benefits, and challenging aspects, as well as existing methodologies. In addition, several future directions of research in the data fusion community are highlighted and described.",Fusion methodologies; Multisensor data fusion; Taxonomy,Multisensor data fusion: A review of the state-of-the-art,x,,,,,,,,,,NO,
S1136,2,bkwd,journalArticle,2017,"Jiang, Hengle; Elbaum, Sebastian; Detweiler, Carrick",Autonomous Robots,10.1007/s10514-016-9576-y,http://link.springer.com/10.1007/s10514-016-9576-y,"System monitoring can help to detect anomalies, but crafting monitors for robot systems is difﬁcult due to the inherent complexity, changing, and uncertain operating environment. We address this challenge by automatically inferring system invariants and synthesizing those invariants into monitors to detect faults with an approach inspired by state of the art software engineering methods. Our approach is novel in that: (1) It automatically derives invariants from messages; (2) The invariants types are tailored to match the spatial, temporal, and architectural attributes of robotic systems; and (3) It automatically classiﬁes and synthesizes invariants into an online invariants monitor node. We have assessed the approach in the context of two unmanned aerial vehicle systems running robot operating system. We found that monitoring the inferred invariants can reduce system failure rates when facing unexpected contexts from 76 to 11 %, and can detect differences between the lab environment and the ﬁeld deployments.",,Inferring and monitoring invariants in robotic systems,x,,,,,,,,,,NO,
S1135,2,bkwd,journalArticle,2016,"Kalliamvakou, Eirini; Gousios, Georgios; Blincoe, Kelly; Singer, Leif; German, Daniel M.; Damian, Daniela",Empirical Software Engineering,10.1007/s10664-015-9393-5,https://doi.org/10.1007/s10664-015-9393-5,"With over 10 million git repositories, GitHub is becoming one of the most important sources of software artifacts on the Internet. Researchers mine the information stored in GitHub’s event logs to understand how its users employ the site to collaborate on software, but so far there have been no studies describing the quality and properties of the available GitHub data. We document the results of an empirical study aimed at understanding the characteristics of the repositories and users in GitHub; we see how users take advantage of GitHub’s main features and how their activity is tracked on GitHub and related datasets to point out misalignment between the real and mined data. Our results indicate that while GitHub is a rich source of data on software development, mining GitHub for research purposes should take various potential perils into consideration. For example, we show that the majority of the projects are personal and inactive, and that almost 40 % of all pull requests do not appear as merged even though they were. Also, approximately half of GitHub’s registered users do not have public activity, while the activity of GitHub users in repositories is not always easy to pinpoint. We use our identified perils to see if they can pose validity threats; we review selected papers from the MSR 2014 Mining Challenge and see if there are potential impacts to consider. We provide a set of recommendations for software engineering researchers on how to approach the data in GitHub.",,An in-depth study of the promises and perils of mining GitHub,x,,,,,,,,,,NO,
S1134,2,bkwd,conferencePaper,2019,"Jamshidi, Pooyan; Cámara, Javier; Schmerl, Bradley; Käestner, Christian; Garlan, David",2019 IEEE/ACM 14th International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),10.1109/SEAMS.2019.00015,,"Modern cyber-physical systems (e.g., robotics systems) are typically composed of physical and software components, the characteristics of which are likely to change over time. Assumptions about parts of the system made at design time may not hold at run time, especially when a system is deployed for long periods (e.g., over decades). Self-adaptation is designed to find reconfigurations of systems to handle such run-time inconsistencies. Planners can be used to find and enact optimal reconfigurations in such an evolving context. However, for systems that are highly configurable, such planning becomes intractable due to the size of the adaptation space. To overcome this challenge, in this paper we explore an approach that (a) uses machine learning to find Pareto-optimal configurations without needing to explore every configuration and (b) restricts the search space to such configurations to make planning tractable. We explore this in the context of robot missions that need to consider task timeliness and energy consumption. An independent evaluation shows that our approach results in high-quality adaptation plans in uncertain and adversarial environments.","Adaptation models; Energy consumption; Machine learning; Machine learning, artificial intelligence, quantitative planning, self-adaptive systems, robotics systems; Planning; Robot sensing systems; Software",Machine Learning Meets Quantitative Planning: Enabling Self-Adaptation in Autonomous Robots,x,,,,,,,,,,NO,
S1133,2,bkwd,bookSection,2017,"Hönig, Wolfgang; Ayanian, Nora",Robot Operating System (ROS): The Complete Reference  (Volume 2),,https://doi.org/10.1007/978-3-319-54927-9_3,"This tutorial chapter will teach readers how to use ROS to fly a small quadcopter both individually and as a group. We will discuss the hardware platform, the Bitcraze Crazyflie 2.0, which is well suited for swarm robotics due to its small size and weight. After first introducing the crazyflie_ros stack and its use on an individual robot, we will extend scenarios of hovering and waypoint following from a single robot to the more complex multi-UAV case. Readers will gain insight into physical challenges, such as radio interference, and how to solve them in practice. Ultimately, this chapter will prepare readers not only to use the stack as-is, but also to extend it or to develop their own innovations on other robot platforms.",Crazyflie; Multi-Robot-System; ROS; Swarm; UAV,Flying Multiple UAVs Using ROS,,x,,,,,,,,,NO,
S1132,2,bkwd,journalArticle,2013,"Holzmann, Gerard J.",IEEE Software,10.1109/MS.2013.32,,"How much software does it take to land a spacecraft safely on Mars, and how do you make all that code reliable? This column describes such a software development process. The first Web extra at http://mars.jpl.nasa.gov/multimedia/videos/movies/miam20121218/miam20121218-1280.mov is a 60-second video from NASA's Jet Propulsion Laboratory that shows how NASA's Mars rover drivers operate the vehicles from millions of miles away. The second Web extra at http://mars.jpl.nasa.gov/multimedia/videos/movies/msl20120827_curiositycommunicates/msl20120827_curiositycommunicates-1280.mov is an animated video showing how NASA's Curiosity rover communicates with Earth via two of NASA's Mars orbiters, Mars Reconnaissance Orbiter (MRO) and Odyssey, and the European Space Agency's Mars Express. The third Web extra at http://mars.jpl.nasa.gov/multimedia/videos/movies/CoM20121207/CoM20121207-1280.mov is a video discussing the scientific study by NASA's Curiosity Mars rover at Rocknest.",Encoding; Hardware; impact; Mars; Performance evaluation; software; Software devlopment; Space missions; Space vehicles; spacecraft,Landing a Spacecraft on Mars,x,,,,,,,,,,NO,
