ID,Title,Year,Authors,DBLP key,DOI,I1,I2,I3,I4,E1,E2,E3,Included,Final decision (arbiter),Main violation criterion (arbiter)
49,A robot in every classroom: robots and functional programming across the curriculum.,2008,David Wakeling,conf/icfp/Wakeling08,https://doi.org/10.1145/1411260.1411268,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
40,MAPmAKER: performing multi-robot LTL planning under uncertainty.,2019,Sergio García 0002 & Claudio Menghi & Patrizio Pelliccione,conf/icse/0002MP19,https://doi.org/10.1109/RoSE.2019.00008,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
20,PROMISE: high-level mission specification for multiple robots.,2020,Sergio García 0002 & Patrizio Pelliccione & Claudio Menghi & Thorsten Berger & Tomás Bures,conf/icse/0002PMBB20,https://doi.org/10.1145/3377812.3382143,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,
41,Proceedings of the 1st International Workshop on Robotics Software Engineering; RoSE@ICSE 2018; Gothenburg; Sweden; May 28; 2018,2018,,conf/icse/2018rose,http://dl.acm.org/citation.cfm?id=3196558,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
29,Proceedings of the 2nd International Workshop on Robotics Software Engineering; RoSE@ICSE 2019; Montreal; QC; Canada; May 27; 2019,2019,,conf/icse/2019rose,https://ieeexplore.ieee.org/xpl/conhome/8821357/proceeding,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
22,Mind the gap: Robotic Mission Planning Meets Software Engineering.,2020,Mehrnoosh Askarpour & Claudio Menghi & Gabriele Belli & Marcello M. Bersani & Patrizio Pelliccione,conf/icse/AskarpourMBBP20,https://doi.org/10.1145/3372020.3391561,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,
47,Engineering safety in swarm robotics.,2018,Giovanni Beltrame & Ettore Merlo & Jacopo Panerati & Carlo Pinciroli,conf/icse/BeltrameMPP18,https://doi.org/10.1145/3196558.3196565,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
30,Designing control software for robot swarms: software engineering for the development of automatic design methods.,2018,Darko Bozhinoski & Mauro Birattari,conf/icse/BozhinoskiB18,https://doi.org/10.1145/3196558.3196564,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
18,Robots and their Variability - A Societal Challenge and a Potential Solution.,2015,Thomas Buchmann & Johannes Baumgartl & Dominik Henrich & Bernhard Westfechtel,conf/icse/BuchmannBHW15,https://doi.org/10.1109/PLEASE.2015.15,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
36,Towards a method for automated testing in robotic process automation projects.,2019,Jesús Chacón-Montero & Andrés Jiménez-Ramírez & José Gonzalez Enríquez,conf/icse/Chacon-MonteroJ19,https://doi.org/10.1109/AST.2019.00012,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
5,Architecture-driven self-adaptation and self-management in robotics systems.,2009,George Edwards & Joshua Garcia & Hossein Tajalli & Daniel Popescu 0001 & Nenad Medvidovic & Gaurav S. Sukhatme & Brad Petrus,conf/icse/EdwardsGTPMSP09,https://doi.org/10.1109/SEAMS.2009.5069083,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
8,Evolving robot software and hardware.,2020,A. E. Eiben,conf/icse/Eiben20,https://doi.org/10.1145/3387939.3391593,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
42,Policy-based self-adaptive architectures: a feasibility study in the robotics domain.,2008,John C. Georgas & Richard N. Taylor,conf/icse/GeorgasT08,https://doi.org/10.1145/1370018.1370038,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
7,Poster: Model-based Run-time Variability Resolution for Robotic Applications.,2015,Luca Gherardi & Nico Hochgeschwender,conf/icse/GherardiH15,https://doi.org/10.1109/ICSE.2015.269,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
27,Exposing off-nominal behaviors in multi-robot coordination.,2019,Kaushik Madala & Hyunsook Do & Daniel Aceituna,conf/icse/MadalaDA19,https://doi.org/10.1109/RoSE.2019.00006,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
11,Towards Executing Dynamically Updating Finite-State Controllers on a Robot System.,2015,Valerio Panzica La Manna & Joel Greenyer & Donato Clun & Carlo Ghezzi,conf/icse/MannaGCG15,https://doi.org/10.1109/MiSE.2015.15,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
4,On the software engineering challenges of applying reactive synthesis to robotics.,2018,Shahar Maoz & Jan Oliver Ringert,conf/icse/MaozR18,https://doi.org/10.1145/3196558.3196561,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
45,Towards multi-robot applications planning under uncertainty.,2018,Claudio Menghi & Sergio García 0002 & Patrizio Pelliccione & Jana Tumova,conf/icse/MenghiGPT18,https://doi.org/10.1145/3183440.3195046,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
19,PsALM: specification of dependable robotic missions.,2019,Claudio Menghi & Christos Tsigkanos & Thorsten Berger & Patrizio Pelliccione,conf/icse/MenghiTBP19,https://doi.org/10.1109/ICSE-Companion.2019.00048,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
34,Property specification patterns for robotic missions.,2018,Claudio Menghi & Christos Tsigkanos & Thorsten Berger & Patrizio Pelliccione & Carlo Ghezzi,conf/icse/MenghiTBPG18,https://doi.org/10.1145/3183440.3195044,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
32,Robot on!: a serious game for improving programming comprehension.,2016,Michael A. Miljanovic & Jeremy S. Bradbury,conf/icse/MiljanovicB16,https://doi.org/10.1145/2896958.2896962,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
44,RoScript: a visual script driven truly non-intrusive robotic testing system for touch screen applications.,2020,Ju Qian & Zhengyu Shang & Shuoyan Yan & Yan Wang & Lin Chen,conf/icse/QianSYWC20,https://doi.org/10.1145/3377811.3380431,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
26,Novice-friendly multi-armed robotics programming.,2019,Nico Ritschel & Reid Holmes & Ronald Garcia & David C. Shepherd,conf/icse/RitschelHGS19,https://doi.org/10.1109/RoSE.2019.00013,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
17,A Preliminary Systematic Mapping on Software Engineering for Robotic Systems: A Software Quality Perspective.,2020,Marcela G. dos Santos & Bianca Minetto Napoleão & Fábio Petrillo & Darine Ameyed & Fehmi Jaafar,conf/icse/SantosNPAJ20,https://doi.org/10.1145/3387940.3392197,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
28,"Visualizing the ""hidden"" variables in robot programs.",2019,David C. Shepherd & Nicholas A. Kraft & Patrick Francis,conf/icse/ShepherdKF19,https://doi.org/10.1109/RoSE.2019.00007,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
6,Multidisciplinary skill assessment for embedded software development education via a robot contest.,2018,Harumi Watanabe & Mikiko Sato & Masafumi Miwa & Makoto Imamura & Shintaro Hosoai & Nobuhiko Ogura & Hiroyuki Nakamura & Kenji Hisazumi,conf/icse/WatanabeSMIHONH18,https://doi.org/10.1145/3183440.3195059,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
23,Runtime models for automatic reorganization of multi-robot systems.,2011,Christopher Zhong & Scott A. DeLoach,conf/icse/ZhongD11,https://doi.org/10.1145/1988008.1988012,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
87,Test Generation for Robotized Paint Systems Using Constraint Programming in a Continuous Integration Environment.,2013,Morten Mossige & Arnaud Gotlieb & Hein Meling,conf/icst/MossigeGM13,https://doi.org/10.1109/ICST.2013.71,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
110,RoboX: An End-to-End Solution to Accelerate Autonomous Control in Robotics.,2018,Jacob Sacks & Divya Mahajan & Richard Connor Lawson & Hadi Esmaeilzadeh,conf/isca/SacksMLE18,https://doi.org/10.1109/ISCA.2018.00047,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
79,Safety Critical Robot Programming and Testing for Operations in Industrial Co-Production.,2014,Linn Gustavsson Christiernin & Svante Augustsson & Stefan Christiernin,conf/issre/ChristierninAC14,https://doi.org/10.1109/ISSREW.2014.46,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
80,A Static Analyzer for Industrial Robotic Applications.,2017,Avijit Mandal & Raoul Jetley & Meenakshi D'Souza & Sreeja Nair,conf/issre/MandalJDN17,https://doi.org/10.1109/ISSREW.2017.13,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
85,Auto-Encoding Robot State Against Sensor Spoofing Attacks.,2019,Sean Rivera & Sofiane Lagraa & Antonio Ken Iannillo & Radu State,conf/issre/RiveraLIS19,https://doi.org/10.1109/ISSREW.2019.00080,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,
84,First Insights into Testing Autonomous Robot in Virtual Worlds.,2017,Clément Robert,conf/issre/Robert17,https://doi.org/10.1109/ISSREW.2017.59,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,
81,Simulation-Based Testing to Improve Safety of Autonomous Robots.,2019,Luca Vittorio Sartori,conf/issre/Sartori19,https://doi.org/10.1109/ISSREW.2019.00053,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
83,Event Based Robot Prognostics Using Principal Component Analysis.,2014,Sathish Vallachira & Sithu D. Sudarsan & Srini Ramaswamy,conf/issre/SathishSR14,https://doi.org/10.1109/ISSREW.2014.52,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
59,A Model-Driven Approach to Support Engineering Changes in Industrial Robotics Software.,2012,Yu Sun 0002 & Jeff Gray & Karlheinz Bulheller & Nicolaus von Baillou,conf/models/0002GBB12,https://doi.org/10.1007/978-3-642-33666-9_24,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
65,Continuous Integration for Testing Full Robotic Behaviours in a GUI-stripped Simulation.,2018,Vladimir Estivill-Castro & René Hexel & Carl Lusty,conf/models/Estivill-Castro18,http://ceur-ws.org/Vol-2245/morse_paper_3.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,
69,Scenarios@run.time - Distributed Execution of Specifications on IoT-connected Robots.,2015,Joel Greenyer & Daniel Gritzner & Timo Gutjahr & Tim Duente & Stefan Dulle & Falk-David Deppe & Nils Glade & Marius Hilbich & Florian Koenig & Jannis Luennemann & Nils Prenner & Kevin Raetz & Thilo Schnelle & Martin Singer & Nicolas Tempelmeier & Raphael Voges,conf/models/GreenyerGGDDDGH15,http://ceur-ws.org/Vol-1474/MRT15_paper_3.pdf,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
60,A Scenario-based MDE Process for Developing Reactive Systems: A Cleaning Robot Example.,2017,Joel Greenyer & Daniel Gritzner & Jianwei Shi & Eric Wete,conf/models/GreenyerGSW17,http://ceur-ws.org/Vol-2019/mdetools_4.pdf,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
76,Towards the use of Quality-of-Service Metrics in Reinforcement Learning: A Robotics Example.,2018,Juan Francisco Inglés-Romero & Juan Manuel Espín & Rubén Jiménez-Andreu & Roberto Font & Cristina Vicente-Chicote,conf/models/Ingles-RomeroEJ18,http://ceur-ws.org/Vol-2245/morse_paper_4.pdf,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
64,Integrating Ontological Domain Knowledge into a Robotic DSL.,2010,Gaëlle Lortal & Saadia Dhouib & Sébastien Gérard,conf/models/LortalDG10,https://doi.org/10.1007/978-3-642-21210-9_39,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
70,First International Workshop on Model Based Engineering for Robotics (RoSym'10).,2010,Laurent Rioux & Davide Brugali & Sébastien Gérard,conf/models/RiouxBG10,https://doi.org/10.1007/978-3-642-21210-9_38,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,No,,
73,A Matlab-Internal DSL for Modelling Hybrid Rigid-Continuum Robots with TMTDyn.,2019,S. M. Hadi Sadati & Steffen Zschaler & Christos Bergeles,conf/models/SadatiZB19,https://doi.org/10.1109/MODELS-C.2019.00086,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
74,Supporting robotic software migration using static analysis and model-driven engineering.,2020,Sophie Wood & Nicholas Matragkas & Dimitris S. Kolovos & Richard F. Paige & Simos Gerasimou,conf/models/WoodMKPG20,https://doi.org/10.1145/3365438.3410965,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
52,Model-driven separation of concerns for service robotics.,2016,Kai Adam & Arvid Butting & Robert Heim & Oliver Kautz & Bernhard Rumpe & Andreas Wortmann 0001,conf/oopsla/AdamBHKRW16,https://doi.org/10.1145/3023147.3023151,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
54,A graphical language for flexible inference in robotics and vision (invited talk).,2019,Frank Dellaert,conf/oopsla/Dellaert19,https://doi.org/10.1145/3359061.3365207,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,No,,
57,End-user software engineering of cognitive robot applications using procedural parameters and complex event processing.,2016,Floris Erich,conf/oopsla/Erich16,https://doi.org/10.1145/2984043.2998538,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
53,Tᴏᴏʟ: accessible automated reasoning for human robot collaboration.,2018,Ivan Gavran & Ortwin Mailahn & Rainer Müller & Richard Peifer & Damien Zufferey,conf/oopsla/GavranMMPZ18,https://doi.org/10.1145/3276954.3276961,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
56,Programming language abstractions for self-reconfigurable robots.,2012,Ulrik Pagh Schultz,conf/oopsla/Schultz12,https://doi.org/10.1145/2384716.2384743,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
89,Optimization of x10 programs with ROSE compiler infrastructure.,2015,Michihiro Horie & Mikio Takeuchi & Kiyokuni Kawachiya & David Grove,conf/pldi/HorieTKG15,https://doi.org/10.1145/2771774.2771777,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
51,Data center asset tracking using a mobile robot.,2013,John C. Nelson & Jonathan Connell & Canturk Isci & Jonathan Lenchner,conf/sigmetrics/NelsonCIL13,https://doi.org/10.1145/2465529.2466584,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
123,Robust degradation and enhancement of robot mission behaviour in unpredictable environments.,2015,Nicolás D'Ippolito & Víctor A. Braberman & Daniel Sykes & Sebastián Uchitel,conf/sigsoft/DIppolitoBSU15,https://doi.org/10.1145/2804337.2804342,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
122,Modeling and testing a family of surgical robots: an experience report.,2018,Niloofar Mansoor & Jonathan A. Saddler & Bruno Silva & Hamid Bagheri & Myra B. Cohen & Shane Farritor,conf/sigsoft/MansoorSSBCF18,https://doi.org/10.1145/3236024.3275534,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
114,The cost-benefit analysis of usage data in robotstudio (keynote).,2018,David C. Shepherd,conf/wcre/Shepherd18,https://doi.org/10.1109/MAINT.2018.8323086,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
113,UROBOROS: Instrumenting Stripped Binaries with Static Reassembling.,2016,Shuai Wang 0011 & Pei Wang 0007 & Dinghao Wu,conf/wcre/WangWW16,https://doi.org/10.1109/SANER.2016.106,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
127,Intruder alert! Optimization models for solving the mobile robot graph-clear problem.,2018,Michael Morin & Margarita P. Castro & Kyle E. C. Booth & Tony T. Tran & Chang Liu 0029 & J. Christopher Beck,journals/constraints/MorinCBTLB18,https://doi.org/10.1007/s10601-018-9288-3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
196,Understanding the Limitations of Particle Swarm Algorithm for Dynamic Optimization Tasks: A Survey Towards the Singularity of PSO for Swarm Robotic Applications.,2016,Dada Emmanuel Gbenga & Effirul Ikhwan Ramlan,journals/csur/GbengaR16,https://doi.org/10.1145/2906150,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
189,Robot algorithms for localization of multiple emission sources.,2011,Kathleen McGill & Stephen Taylor,journals/csur/McgillT11,https://doi.org/10.1145/1922649.1922652,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
197,Cooperative Heterogeneous Multi-Robot Systems: A Survey.,2019,Yara Rizk & Mariette Awad & Edward W. Tunstel,journals/csur/RizkAT19,https://doi.org/10.1145/3303848,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
190,Computer Vision and Natural Language Processing: Recent Approaches in Multimedia and Robotics.,2017,Peratham Wiriyathammabhum & Douglas Summers-Stay & Cornelia Fermüller & Yiannis Aloimonos,journals/csur/Wiriyathammabhum17,https://doi.org/10.1145/3009906,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
194,Autonomous Visual Navigation for Mobile Robots: A Systematic Literature Review.,2020,Yuri D. V. Yasuda & Luiz Eduardo Galvão Martins & Fabio A. M. Cappabianco,journals/csur/YasudaMC20,https://doi.org/10.1145/3368961,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
210,Testing robot controllers using constraint programming and continuous integration.,2015,Morten Mossige & Arnaud Gotlieb & Hein Meling,journals/infsof/MossigeGM15,https://doi.org/10.1016/j.infsof.2014.09.009,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
209,Integrating aspects in software architectures: PRISMA applied to robotic tele-operated systems.,2008,Jennifer Pérez & Nour Ali & José A. Carsí & Isidro Ramos & Bárbara Álvarez & Pedro Sánchez & Juan A. Pastor,journals/infsof/PerezACRASP08,https://doi.org/10.1016/j.infsof.2007.08.007,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
219,Safety for mobile robotic systems: A systematic mapping study from a software engineering perspective.,2019,Darko Bozhinoski & Davide Di Ruscio & Ivano Malavolta & Patrizio Pelliccione & Ivica Crnkovic,journals/jss/BozhinoskiRMPC19,https://doi.org/10.1016/j.jss.2019.02.021,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,
218,Agent-oriented software patterns for rapid and affordable robot programming.,2010,Antonio Chella & Massimo Cossentino & Salvatore Gaglio & Luca Sabatucci & Valeria Seidita,journals/jss/ChellaCGSS10,https://doi.org/10.1016/j.jss.2009.10.035,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
213,IKAROS: A scalable I/O framework for high-performance computing systems.,2016,Christos Filippidis & Panayiotis Tsanakas & Yiannis Cotronis,journals/jss/FilippidisTC16,https://doi.org/10.1016/j.jss.2016.05.027,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
214,Resource management for real-time tasks in mobile robotics.,2007,Huan Li 0001 & Krithi Ramamritham & Prashant J. Shenoy & Roderic A. Grupen & John Sweeney,journals/jss/LiRSGS07,https://doi.org/10.1016/j.jss.2006.09.035,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
211,Semantics-based platform for context-aware and personalized robot interaction in the internet of robotic things.,2019,Christof Mahieu & Femke Ongenae & Femke De Backere & Pieter Bonte & Filip De Turck & Pieter Simoens,journals/jss/MahieuOBBTS19,https://doi.org/10.1016/j.jss.2018.11.022,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,
216,Fault-tolerant flocking for a group of autonomous mobile robots.,2011,Yan Yang & Samia Souissi & Xavier Défago & Makoto Takizawa 0001,journals/jss/YangSDT11,https://doi.org/10.1016/j.jss.2010.08.026,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
130,Verified simulation for robotics.,2019,Ana Cavalcanti & Augusto Sampaio & Alvaro Miyazawa & Pedro Ribeiro 0002 & Madiel Conserva Filho & André Didier & Wei Li & Jon Timmis,journals/scp/CavalcantiSMRFD19,https://doi.org/10.1016/j.scico.2019.01.004,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
131,Model-driven processes and tools to design robot-based generative learning objects for computer science education.,2016,Vytautas Stuikys & Renata Burbaite & Kristina Bespalova & Giedrius Ziberkas,journals/scp/StuikysBBZ16,https://doi.org/10.1016/j.scico.2016.03.009,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
206,Asimov's Laws of Robotics Applied to Software.,2007,Dror G. Feitelson,journals/software/Feitelson07,https://doi.org/10.1109/MS.2007.100,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
203,Are Robots Taking Our Jobs? A RoboPlatform at a Bank.,2019,Przemyslaw Lewicki & Jacek Tochowicz & Jeroen van Genuchten,journals/software/LewickiTG19,https://doi.org/10.1109/MS.2019.2897337,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
201,Robotic Testing of Mobile Apps for Truly Black-Box Automation.,2017,Ke Mao & Mark Harman & Yue Jia 0001,journals/software/MaoHJ17,https://doi.org/10.1109/MS.2017.49,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
207,Deep Learning-Based Mobile Application Isomorphic GUI Identification for Automated Robotic Testing.,2020,Tao Zhang & Ying Liu & Jerry Gao & Li Peng Gao & Jing Cheng,journals/software/ZhangLGGC20,https://doi.org/10.1109/MS.2020.2987044,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
182,The PROSIT tool: Toward the optimal design of probabilistic soft real-time systems.,2018,Bernardo Villalba Frias & Luigi Palopoli & Luca Abeni & Daniele Fontanelli,journals/spe/FriasPAF18,https://doi.org/10.1002/spe.2604,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
184,A task-based and resource-aware approach to dynamically generate optimal software architecture for intelligent service robots.,2012,Yu-Sik Park & Hyung-Min Koo & In-Young Ko,journals/spe/ParkKK12,https://doi.org/10.1002/spe.1074,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
199,ROSE: A Novel Flash Translation Layer for NAND Flash Memory Based on Hybrid Address Translation.,2011,Mong-Ling Chiao & Da-Wei Chang,journals/tc/ChiaoC11,https://doi.org/10.1109/TC.2011.67,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
200,Robot Coordination for Energy-Balanced Matching and Sequence Dispatch of Robots to Events.,2015,Milan Lukic & Ahmed Barnawi & Ivan Stojmenovic,journals/tc/LukicBS15,https://doi.org/10.1109/TC.2014.2329689,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
198,Introducing Safety Requirements Traceability Support in Model-Driven Development of Robotic Applications.,2011,Pedro Sánchez & Diego Alonso & Francisca Rosique & Bárbara Álvarez & Juan A. Pastor,journals/tc/SanchezARAP11,https://doi.org/10.1109/TC.2010.149,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
178,Autonomous mobile robots with lights.,2016,Shantanu Das 0001 & Paola Flocchini & Giuseppe Prencipe & Nicola Santoro & Masafumi Yamashita,journals/tcs/0001FPSY16,https://doi.org/10.1016/j.tcs.2015.09.018,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
181,Static and expanding grid coverage with ant robots: Complexity results.,2011,Yaniv Altshuler & Alfred M. Bruckstein,journals/tcs/AltshulerB11,https://doi.org/10.1016/j.tcs.2011.05.001,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
151,Collaborative delivery with energy-constrained mobile robots.,2020,Andreas Bärtschi & Jérémie Chalopin & Shantanu Das 0001 & Yann Disser & Barbara Geissmann & Daniel Graf 0001 & Arnaud Labourel & Matús Mihalák,journals/tcs/BartschiCDDGGLM20,https://doi.org/10.1016/j.tcs.2017.04.018,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
171,Reconstructing visibility graphs with simple robots.,2012,Davide Bilò & Yann Disser & Matús Mihalák & Subhash Suri & Elias Vicari & Peter Widmayer,journals/tcs/BiloDMSVW12,https://doi.org/10.1016/j.tcs.2012.01.008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
144,Arbitrary pattern formation on infinite grid by asynchronous oblivious robots.,2020,Kaustav Bose & Ranendu Adhikary & Manash Kumar Kundu & Buddhadeb Sau,journals/tcs/BoseAKS20,https://doi.org/10.1016/j.tcs.2020.02.016,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
169,Self-stabilizing robots in highly dynamic environments.,2019,Marjorie Bournat & Ajoy K. Datta & Swan Dubois,journals/tcs/BournatDD19,https://doi.org/10.1016/j.tcs.2018.11.026,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
143,Optimal Byzantine-resilient convergence in uni-dimensional robot networks.,2010,Zohir Bouzid & Maria Gradinariu Potop-Butucaru & Sébastien Tixeuil,journals/tcs/BouzidPT10,https://doi.org/10.1016/j.tcs.2010.05.006,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
156,Energy-efficient strategies for building short chains of mobile robots locally.,2013,Philipp Brandes & Bastian Degener & Barbara Kempkes & Friedhelm Meyer auf der Heide,journals/tcs/BrandesDKH13,https://doi.org/10.1016/j.tcs.2012.10.056,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
145,Gathering Anonymous; Oblivious Robots on a Grid.,2020,Jannik Castenow & Matthias Fischer 0001 & Jonas Harbig & Daniel Jung 0001 & Friedhelm Meyer auf der Heide,journals/tcs/CastenowFHJH20,https://doi.org/10.1016/j.tcs.2020.02.018,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
147,A note on a quadratic algorithm for the 2-cyclic robotic scheduling problem.,2009,Ada Che & Vladimir Kats & Eugene Levner,journals/tcs/CheKL09,https://doi.org/10.1016/j.tcs.2009.08.002,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
142,Local spreading algorithms for autonomous robot systems.,2008,Reuven Cohen & David Peleg,journals/tcs/CohenP08,https://doi.org/10.1016/j.tcs.2008.02.007,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
173,Evacuating two robots from multiple unknown exits in a circle.,2018,Jurek Czyzowicz & Stefan Dobrev & Konstantinos Georgiou & Evangelos Kranakis & Fraser MacQuarrie,journals/tcs/CzyzowiczDGKM18,https://doi.org/10.1016/j.tcs.2016.11.019,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
157,The Beachcombers' Problem: Walking and searching with mobile robots.,2015,Jurek Czyzowicz & Leszek Gasieniec & Konstantinos Georgiou & Evangelos Kranakis & Fraser MacQuarrie,journals/tcs/CzyzowiczGGKM15,https://doi.org/10.1016/j.tcs.2015.09.011,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
149,Group search of the plane with faulty robots.,2019,Jurek Czyzowicz & Maxime Godon & Evangelos Kranakis & Arnaud Labourel,journals/tcs/CzyzowiczGKL19,https://doi.org/10.1016/j.tcs.2018.09.029,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,,
