ID,Title,Year,Authors,DBLP key,DOI,I1,I2,I3,I4,E1,E2,E3,Included,Final decision (arbiter),Main violation criterion (arbiter),Abstract
106,Integrating Robotic Process Automation into Business Process Management.,2020,Maximilian König & Leon Bein & Adriatik Nikaj & Mathias Weske,conf/bpm/KonigBNW20,https://doi.org/10.1007/978-3-030-58779-6_9,False,True,True,True,False,False,False,No,,,"Robotic process automation (RPA) is a prominent process automation technology, which uses software to replace humans at operating graphical user interfaces. However, RPA is limited in scope and requires a structured environment. Business process management (BPM) has the potential to provide the environment for RPA to thrive. We present an approach for embedding RPA into BPM in order to link their technologies and combine their systematic methods. The approach allows RPA to synergize with capabilities and insights provided by BPM through an adapted RPA-aware BPM lifecycle."
104,Robidium: Automated Synthesis of Robotic Process Automation Scripts from UI Logs.,2020,Volodymyr Leno & Stanislav Deviatykh & Artem Polyvyanyy & Marcello La Rosa & Marlon Dumas & Fabrizio Maria Maggi,conf/bpm/LenoDPRDM20,http://ceur-ws.org/Vol-2673/paperDR08.pdf,False,True,True,True,False,False,False,No,,,"This paper presents Robidium: a tool that discovers automatable routine tasks from User Interactions (UI) logs and generates Robotic Process Automation (RPA) scripts to automate such routines. Unlike record-and-replay features provided by commercial RPA tools, Robidium may take as input a UI log that is not specifically recorded to capture a pre-identified task. Instead, the log may contain mixtures of automatable and non-automatable routines, interspersed with events that are not part of any routine as well as redundant or irrelevant events."
91,Action Logger: Enabling Process Mining for Robotic Process Automation.,2019,Volodymyr Leno & Artem Polyvyanyy & Marcello La Rosa & Marlon Dumas & Fabrizio Maria Maggi,conf/bpm/LenoPRDM19,http://ceur-ws.org/Vol-2420/paperDT2.pdf,False,True,True,True,False,False,False,No,,,"This paper presents a tool, called Action Logger, for recording user interface (UI) logs, i.e., logs of user interactions with information systems. By generating output suitable for process mining, the tool aims to introduce process mining methods, techniques, and tools for supporting Robotic Process Automation (RPA) activities, e.g., robot discovery and implementation. Action Logger offers unique capabilities, including logging relevant user actions at a granularity level suitable for RPA, data-awareness, and context-independence."
96,Adding Intelligent Robots to Business Processes: A Dilemma Analysis of Employees' Attitudes.,2020,Amy Van Looy,conf/bpm/Looy20,https://doi.org/10.1007/978-3-030-58666-9_25,False,True,True,True,False,False,False,No,,,"Given the advancements in artificial intelligence, organizations are increasingly interested in applying robotics to their business processes. Unlike the many technological implications, we focus on the human side of robotics which remains under-investigated for higher-skilled employees. We particularly consider employee acceptance of intelligent robots with cognitive skills. During 48 interviews, hypothetical dilemmas regarding manual work, full- and semi-automation are discussed by office workers, managers and IT consultants. The results show that employees are positive about intelligent robots. Since they are especially skeptical about using robots for social, creative or confident tasks, proper guidance and training are crucial. By looking at the human level of intelligent robots, we add social and ethical considerations."
95,COREPROSim: A Tool for Modeling; Simulating and Adapting Data-Driven Process Structures.,2008,Dominic Müller & Manfred Reichert & Joachim Herbst & Detlef Köntges & Andreas Neubert,conf/bpm/MullerRHKN08,https://doi.org/10.1007/978-3-540-85758-7_32,False,True,True,True,False,False,False,No,,,"This paper sketches COREPROSim – a demonstrator enabling the modeling, enactment and (dynamic) adaptation of data-driven process structures. It enhances the COREPROModeler, our first demonstrator supporting the manual modeling of data-driven process structures. COREPROSim has been realized using the Eclipse Graphical Editing Framework. It implements an instantiation concept for automatically creating data-driven process structures and a runtime framework for simulating them. Furthermore, COREPROSim translates (dynamic) changes of currently processed data structures into corresponding adaptations of the related process structures. Finally, consistency is checked to ensure that dynamic adaptations result again in a sound process structure."
100,Is Robotic Process Automation Becoming Intelligent? Early Evidence of Influences of Artificial Intelligence on Robotic Process Automation.,2020,Johannes Viehhauser,conf/bpm/Viehhauser20,https://doi.org/10.1007/978-3-030-58779-6_7,False,True,True,True,False,False,False,No,,,"Advances in Artificial Intelligence (AI) are changing the nature of work and enable the increasing automation of tasks. The trend around AI technologies has also reached Robotic Process Automation (RPA). To date, RPA is known as a software solution that performs simple and routine tasks based on clearly defined rules. However, past research indicates that through the application of AI and machine learning, RPA is increasingly becoming 'intelligent' by including intelligent features. Since little is known about the capabilities of intelligent RPA in the literature, this paper examines how AI impacts the capabilities and applicability of RPA. Evidence for cognitive capabilities within RPA is examined within the boundaries of a definition of cognitive intelligence. The results show that by adding AI, RPA applications can be used in more complex contexts, it is possible to minimize the human factor during the development process, and AI-based decision-making can be integrated into RPA routines."
99,A Framework to Evaluate the Viability of Robotic Process Automation for Business Process Activities.,2020,Christian Wellmann & Matthias Stierle & Sebastian Dunzer & Martin Matzner,conf/bpm/WellmannSDM20,https://doi.org/10.1007/978-3-030-58779-6_14,False,True,True,True,False,False,False,No,,,"Robotic process automation (RPA) is a technology for centralized automation of business processes. RPA automates user interaction with graphical user interfaces, whereby it promises efficiency gains and a reduction of human negligence during process execution. To harness these benefits, organizations face the challenge of classifying process activities as viable automation candidates for RPA. Therefore, this work aims to support practitioners in evaluating RPA automation candidates. We design a framework that consists of thirteen criteria grouped into five perspectives which offer different evaluation aspects. These criteria leverage a profound understanding of the process step. We demonstrate and evaluate the framework by applying it to a real-life data set."
115,Analyzing Unsynthesizable Specifications for High-Level Robot Behavior Using LTLMoP.,2011,Vasumathi Raman & Hadas Kress-Gazit,conf/cav/RamanK11,https://doi.org/10.1007/978-3-642-22110-1_54,False,True,True,True,False,False,False,No,,,"Recent work in robotics has applied formal verification tools to automatically generate correct-by-construction controllers from high-level specifications. However, if a specification is unsynthesizable, these tools typically provide no information to the user about why it failed or how to fix it. We describe an extension to the LTLMoP toolkit for robot mission planning that encloses the control-generation process in a layer of automated reasoning to identify the cause of failure. When a specification is unsynthesizable, the tool identifies a 'minimal' set of conflicting requirements and provides the user with a high-level explanation of the problem in the context of the robot's environment and capabilities."
48,Enabling heterogeneous recommendations in OSS development: what's done and what's next in CROSSMINER.,2019,Phuong T. Nguyen & Juri Di Rocco & Davide Di Ruscio,conf/ease/NguyenRR19,https://doi.org/10.1145/3319008.3319353,False,True,True,True,False,False,False,No,,,"Open source software (OSS) forges contain rich data sources that are useful for supporting development activities. Research has been done to promote techniques and tools for providing open source developers with innovative features aiming at obtaining improvements in terms of development effort, cost savings, and developer productivity, just to mention a few. In the context of the EU H2020 CROSSMINER project we are conceiving a set of recommendations to assist software programmers in different phases of the development process. To this end, we defined a graph-based representation to encode in a homogeneous manner different aspects of OSS ecosystems as well as to incorporate various well-founded recommendation techniques. Following the proposed paradigm, we have implemented recommender systems for providing various artifacts, such as third-party libraries and API usage. The preliminary results we achieved so far are promising: our proposed systems are able to suggest highly relevant items with respect to the current development context. In this paper, we describe what has been achieved so far as well as our planned medium and longer-term objectives. As a proof of concept, we present a use case where we built a context-aware recommender system to recommend API function calls and usage patterns."
78,A Study of Context-Oriented Programming for Applying to Robot Development.,2015,Harumi Watanabe & Midori Sugaya & Ikuta Tanigawa & Nobuhiko Ogura & Kenji Hisazumi,conf/ecoop/WatanabeSTOH15,https://doi.org/10.1145/2786545.2786551,False,True,True,True,False,False,False,No,,,"Next generation robot is expected to provide multi-purpose services depending on surrounding environments. To realize such a robot, the software should be adaptable to various contexts. Context-Oriented Programming (COP) is a programming paradigm that provides language abstractions for context-dependent behavioral adaptations. In this paper, we propose an application of COP to robot development. We first analyze the requirements for robot software and then discuss how COP can satisfy these requirements. We also present a case study of applying COP to a simple robot control system to demonstrate the effectiveness of our approach."
1,Towards a Process to Design Architectures of Service-Oriented Robotic Systems.,2014,Lucas Bueno Ruas de Oliveira & Elena Leroux & Katia Romero Felizardo & Flávio Oquendo & Elisa Yumi Nakagawa,conf/ecsa/OliveiraLFON14,https://doi.org/10.1007/978-3-319-09970-5_20,True,True,True,True,True,False,False,No,,,"Reference architectures are specialized software architectures designed to support the standardization, development, and evolution of software systems within a specific domain. This research explores the adoption of service-oriented architectures (SOA) in the design of robotic systems to enhance maintainability and reusability. The authors propose a structured process for developing high-quality architectures, focusing on architectural styles that prioritize flexibility and efficiency. The work aims to provide a mechanism to catalog and share reference architectures to promote knowledge reuse in the robotics community."
2,Experiences Using a Component-Oriented Architectural Framework for Robots and Its Improvement with a MDE Approach.,2007,Francisco J. Ortiz & Juan A. Pastor & Diego Alonso & Bárbara Álvarez & Pedro Sánchez,conf/ecsa/OrtizPAAS07,https://doi.org/10.1007/978-3-540-75132-8_37,False,True,True,True,False,False,False,No,,,"This paper describes the experience of the DSIE research group in the developing of the EFTCoR family of robots using an abstract architectural framework ACRoSeT, following the component-based paradigm. Using abstract components allows us to define very different architectures in a platform-independent way. The translation of the abstract components to platform-specific code is a hard and difficult task that can be partially automated with the help of the model transformation tools provided by the MDE (Model-Driven Engineering) approach. This approach provides a common framework for developing robotized systems with very different behaviors and for integrating intelligent components. The architecture is currently being used, tested, and improved in the development of a family of teleoperated robots which perform cleaning of ship-hull surfaces."
112,Multi-robot LTL Planning Under Uncertainty.,2018,Claudio Menghi & Sergio García 0002 & Patrizio Pelliccione & Jana Tumova,conf/fm/MenghiGPT18,https://doi.org/10.1007/978-3-319-95582-7_24,False,True,True,True,False,False,False,No,,,"Robot applications are increasingly based on teams of robots that collaborate to perform a desired mission. Such applications ask for decentralized techniques that allow for tractable automated planning. Another aspect that current robot applications must consider is partial knowledge about the environment in which the robots are operating and the uncertainty associated with the outcome of the robots' actions. Current planning techniques used for teams of robots that perform complex missions do not systematically address these challenges: (1) they are either based on centralized solutions and hence not scalable, (2) they consider rather simple missions, such as A-to-B travel, (3) they do not work in partially known environments. We present a planning solution that decomposes the team of robots into subclasses, considers missions given in Linear Temporal Logic (LTL), and at the same time works when only partial knowledge of the environment is available."
117,A New Approach for Analyzing Convergence Algorithms for Mobile Robots.,2011,Andreas Cord-Landwehr & Bastian Degener & Matthias Fischer 0001 & Martina Hüllmann & Barbara Kempkes & Alexander Klaas & Peter Kling & Sven Kurras & Marcus Märtens & Friedhelm Meyer auf der Heide & Christoph Raupach & Kamil Swierkot & Daniel Warner & Christoph Weddemann & Daniel Wonisch,conf/icalp/Cord-LandwehrDFHKKKKMHRSWWW11,https://doi.org/10.1007/978-3-642-22012-8_52,False,True,True,True,False,False,False,No,,,"Given a set of n mobile robots in the d-dimensional Euclidean space, the goal is to let them converge to a single not predefined point. The challenge is that the robots are limited in their capabilities. Robots can, upon activation, compute the positions of all other robots using an individual affine coordinate system. The robots are indistinguishable, oblivious, and may have different affine coordinate systems. A very general discrete-time model assumes that robots are activated in arbitrary order. We present an easy-to-check property of target functions that guarantee convergence and yields upper time bounds. This property intuitively says that when a robot computes a new target point, this point is significantly within the current axes-aligned minimal box containing all robots. This property holds, e.g., for the center-of-gravity target function, and improves the previous O(n^2) to an asymptotically optimal O(n) upper bound."
116,Localization for a System of Colliding Robots.,2013,Jurek Czyzowicz & Evangelos Kranakis & Eduardo Pacheco,conf/icalp/CzyzowiczKP13,https://doi.org/10.1007/978-3-642-39212-2_45,False,True,True,True,False,False,False,No,,,"We consider a system of n robots moving on a line. The robots are anonymous, oblivious, and have no common coordinate system. They can only interact through collisions. We study the problem of localization, where the robots must determine their relative positions or gather at a specific point. The analysis of the system dynamics is complicated by the fact that robot collisions might occur between robots moving in opposite directions or in the same direction (collisions from behind). We analyze the dynamics under specific assumptions regarding robot speeds and collision types, proposing algorithms that allow the robots to achieve stable configurations or converge to a single point in finite steps despite their minimal capabilities."
121,Towards Self-Healing Swarm Robotic Systems Inspired by Granuloma Formation.,2010,Amelia Ritahani Ismail & Jon Timmis,conf/iceccs/IsmailT10,https://doi.org/10.1109/ICECCS.2010.63,False,True,True,True,False,False,False,No,,,"A robotic swarm needs to maintain continuous operation even in the event of failure of one or more individual robots. Taking inspiration from granuloma formation (a ball-like collection of immune cells that attempts to remove foreign substances from a host organism), we describe how this biological process can be instantiated to address fault tolerance issues in swarm aggregation. We outline an immuno-engineering approach, which requires us to model the biological systems under study and extract general principles to create a novel bio-inspired approach. The research utilizes the transmission of position data between robots as the main method of fault location and translates the biological rules of macrophage and T-cell trafficking into algorithmic terms to create a self-healing swarm robotic system."
118,A Formal Framework for Reasoning Emergent Behaviors in Swarm Robotic Systems.,2015,Qin Li 0002 & Jinxun Wang & Qiwen Xu & Yanhong Huang & Huibiao Zhu,conf/iceccs/LiWXHZ15,https://doi.org/10.1109/ICECCS.2015.34,False,True,True,True,False,False,False,No,,,"Swarm robotic systems are complex systems comprising a large number of distributed robots. Although a single robot has limited computation and communication abilities, their microscopic behaviors can lead to macroscopic system behaviors. This phenomenon, known as emergent behavior (EB), is useful but difficult to engineer due to its indecompositionality over time and scale. In this paper, the authors propose a formal framework to specify and reason about EBs, building on the SLABS language for the formal specification of multi-agent systems (MAS). The framework focuses on modeling autonomous behaviors associated with different scenarios to bridge the gap between individual agent properties and global system features."
50,Using scheme to control simulated modular robots.,2012,Ulrik Pagh Schultz,conf/icfp/Schultz12,https://doi.org/10.1145/2661103.2661114,False,True,True,True,False,False,False,No,,,"Self-reconfigurable, modular robots are distributed mechatronic devices that can change their physical shape. While modules are programmed individually, they must coordinate across the entire robot. Programming these systems is challenging due to the complexity of managing a distributed embedded system with a dynamically evolving topology. In this position paper, the author investigates a simple approach using the Scheme programming language to allow programmers to abstract over the concrete shape of a robot, facilitating more effective control and coordination of modular robotic components in a simulated environment."
49,A robot in every classroom: robots and functional programming across the curriculum.,2008,David Wakeling,conf/icfp/Wakeling08,https://doi.org/10.1145/1411260.1411268,False,True,True,True,False,False,False,No,,,"This paper addresses the decline in students choosing to study computer science by proposing a curriculum that sets material in a more appealing context. The author presents an approach to teaching functional programming to first-year students through robotics projects. By taking a holistic approach, the curriculum emphasizes connections between different subject areas. Central to this is the Middlesex Robotic plaTfOrm (MIRTO), an open-source platform built with Raspberry Pi and Arduino that runs Racket (a LISP dialect). The paper discusses how robotics reinforces understanding of programming concepts and increases student motivation."
40,MAPmAKER: performing multi-robot LTL planning under uncertainty.,2019,Sergio García 0002 & Claudio Menghi & Patrizio Pelliccione,conf/icse/0002MP19,https://doi.org/10.1109/RoSE.2019.00008,False,True,True,True,False,False,False,No,,,"Robot applications are being increasingly used in real life to help humans performing dangerous, heavy, and/or monotonous tasks. They usually rely on planners that given a robot or a team of robots compute plans that specify how the robot(s) can fulfill their missions. Current robot applications ask for planners that make automated planning possible even when only partial knowledge about the environment in which the robots are deployed is available. To tackle such challenges we developed MAPmAKER, which provides a decentralized planning solution and is able to work in partially known environments. Decentralization is realized by decomposing the robotic team into subteams based on their missions, and then by running a classical planning algorithm. Partial knowledge is handled by calling several times a classical planning algorithm. Demo video available at: https://youtu.be/TJzC_u2yfzQ"
20,PROMISE: high-level mission specification for multiple robots.,2020,Sergio García 0002 & Patrizio Pelliccione & Claudio Menghi & Thorsten Berger & Tomás Bures,conf/icse/0002PMBB20,https://doi.org/10.1145/3377812.3382143,True,True,True,True,True,False,False,No,,,"Service robots, a type of robots that perform useful tasks for humans, are foreseen to be broadly used in the near future in both social and industrial scenarios. Those robots will be required to operate in dynamic environments, collaborating among them or with users. Specifying the list of requested tasks to be achieved by a robotic team is far from being trivial. Therefore, mission specification languages and tools need to be expressive enough to allow the specification of complex missions (e.g., detailing recovery actions), while being reachable by domain experts who might not be knowledgeable of programming languages. To support domain experts, we developed PROMISE, a Domain-Specific Language that allows mission specification for multiple robots in a user-friendly, yet rigorous manner. PROMISE is built as an Eclipse plugin that provides a textual and a graphical interface for mission specification. Our tool is in turn integrated into a software framework, which provides functionalities as: (1) automatic generation from specification, (2) sending of missions to the robotic team; and (3) interpretation and management of missions during execution time. PROMISE and its framework implementation have been validated through simulation and real-world experiments with four different robotic models.Video: https://youtu.be/RMtqwY2GOlQ"
41,Proceedings of the 1st International Workshop on Robotics Software Engineering; RoSE@ICSE 2018; Gothenburg; Sweden; May 28; 2018,2018,,conf/icse/2018rose,http://dl.acm.org/citation.cfm?id=3196558,False,True,True,True,False,False,False,No,,,"This book constitutes the proceedings of the 1st International Workshop on Robotics Software Engineering (RoSE 2018), held in conjunction with the 40th International Conference on Software Engineering (ICSE 2018). The workshop aims to provide a forum for researchers and practitioners to discuss the challenges and solutions in engineering software for robotic systems, covering topics such as architectural design, model-driven engineering, verification and validation, and the use of middleware like the Robot Operating System (ROS)."
29,Proceedings of the 2nd International Workshop on Robotics Software Engineering; RoSE@ICSE 2019; Montreal; QC; Canada; May 27; 2019,2019,,conf/icse/2019rose,https://ieeexplore.ieee.org/xpl/conhome/8821357/proceeding,False,True,True,True,False,False,False,No,,,"The 2nd International Workshop on Robotics Software Engineering (RoSE 2019) focused on the intersection of software engineering and robotics. Deploying even simple applications requires integrating solutions from experts of various domains. The workshop aimed to identify new frontiers in robotics software engineering, discuss challenges raised by real-world applications, and transfer the latest insights from research to industry. The 2019 edition specifically emphasized multi-robot systems and facilitating robot programming for both experts and novices."
22,Mind the gap: Robotic Mission Planning Meets Software Engineering.,2020,Mehrnoosh Askarpour & Claudio Menghi & Gabriele Belli & Marcello M. Bersani & Patrizio Pelliccione,conf/icse/AskarpourMBBP20,https://doi.org/10.1145/3372020.3391561,True,True,True,True,True,False,False,No,,,"In the context of robotic software, the selection of an appropriate planner is one of the most crucial software engineering decisions. Robot planners aim at computing plans (i.e., blueprint of actions) to accomplish a complex mission. While many planners have been proposed in the robotics literature, they are usually evaluated on showcase examples, making hard to understand whether they can be effectively (re)used for realising complex missions, with heterogeneous robots, and in real-world scenarios. In this paper we propose ENFORCE, a framework which allows wrapping FM-based planners into comprehensive software engineering tools, and considers complex robotic missions. ENFORCE relies on (i) realistic maps (e.g, fire escape maps) that describe the environment in which the robots are deployed; (ii) temporal logic for mission specification; and (iii) Uppaal model checker to compute plans that satisfy mission specifications. We evaluated ENFORCE by analyzing how it supports computing plans in real case scenarios, and by evaluating the generated plans in simulated and real environments. The results show that while ENFORCE is adequate for handling single-robot applications, the state explosion still represents a major barrier for reusing existing planners in multi-robot applications."
47,Engineering safety in swarm robotics.,2018,Giovanni Beltrame & Ettore Merlo & Jacopo Panerati & Carlo Pinciroli,conf/icse/BeltrameMPP18,https://doi.org/10.1145/3196558.3196565,False,True,True,True,False,False,False,No,,,"Robotics, artificial intelligence, and the Internet-of-Things are driving current research and development for the technology sector. Robotic and multi-robot systems are becoming pervasive and more and more lives rely on their proper functioning in transportation, medical systems, personal robotics, and manufacturing. Assuring the security and safety of these systems is of primary importance to guarantee the real-world applicability of current research, and we argue that it should be an integral part of system design. Current software standards for safety and security for critical systems (e.g. industrial and aerospace) are not directly applicable to the large distributed systems that are envisioned for the near future. In this paper, we propose to address safety and security of swarm robotics systems at the programming language level. We propose to extend the Buzz multi-robot scripting language with constructs and code analysis that allow the verification of safety and security during development. We believe that detecting and correcting issues with what are inherently emergent systems, i.e. where collective behavior might not be immediately apparent from a single robot's code, during development would allow for a more effective advancement of swarm robotics."
30,Designing control software for robot swarms: software engineering for the development of automatic design methods.,2018,Darko Bozhinoski & Mauro Birattari,conf/icse/BozhinoskiB18,https://doi.org/10.1145/3196558.3196564,False,True,True,True,False,False,False,No,,,"Over the past decade, swarm robotics has emerged as a promising engineering discipline. In this paper, we discuss the current research challenges and state-of-the-art in automatic design methods for swarm control software. This subject has recently received increasing attention from the swarm robotics community.We make a contribution towards the debate by proposing two lines of research from a software engineering point of view."
18,Robots and their Variability - A Societal Challenge and a Potential Solution.,2015,Thomas Buchmann & Johannes Baumgartl & Dominik Henrich & Bernhard Westfechtel,conf/icse/BuchmannBHW15,https://doi.org/10.1109/PLEASE.2015.15,False,True,True,True,False,False,False,No,,,"Robots artificially replicate human capabilities thanks to their software, the main embodiment of intelligence. However, engineering robotics software has become increasingly challenging. Developers need expertise from different disciplines and are faced with heterogeneous hardware and uncertain operating environments. To this end, the software needs to be variable to customize robots for different customers, hardware, and operating environments. However, variability adds substantial complexity and needs to be managed, yet ad hoc practices prevail in the robotics domain, challenging effective software reuse, maintenance, and evolution."
36,Towards a method for automated testing in robotic process automation projects.,2019,Jesús Chacón-Montero & Andrés Jiménez-Ramírez & José Gonzalez Enríquez,conf/icse/Chacon-MonteroJ19,https://doi.org/10.1109/AST.2019.00012,False,True,True,True,False,False,False,No,,,"The Robotic Process Automation (RPA) paradigm has received increasing attention in recent years. It enables task automation by software components which interact with user interfaces in a similar way to that of humans. An RPA project follows a similar lifecycle as a software project. However, in certain contexts (e.g., business process outsourcing, BPO), a testing environment is not always available. Thus, deploying the robots in the production environment entails high risk. To mitigate this risk, an innovative approach to automatically generate a testing environment and a test case for an RPA project are described. The activities of the humans whose processes are to be robotized are monitorized and an UI log (i.e., a sequence of screen captures, mouse and key actions) is confirmed. On the one hand, the test environment is generated as a fake application, which mimics the real enviroment by leveraging the UI log information. To this end, the control flow of the application is governed by an invisible control layer which decides which image to show depending on the interface actions that it receives. On the other hand, the test case checks whether the robot can reproduce the behaviour of the UI log. A prototype has been constructed and tested in a controlled scenario. Promising results have been obtained and a number of limitations to be addressed have been identified such that it may be applied in more realistic domains."
5,Architecture-driven self-adaptation and self-management in robotics systems.,2009,George Edwards & Joshua Garcia & Hossein Tajalli & Daniel Popescu 0001 & Nenad Medvidovic & Gaurav S. Sukhatme & Brad Petrus,conf/icse/EdwardsGTPMSP09,https://doi.org/10.1109/SEAMS.2009.5069083,False,True,True,True,False,False,False,No,,,"Robotics is a challenging domain which sometimes exhibits a clear need for self-adaptive capabilities, as such functionality offers the potential for robots to account for their unstable and unpredictable deployment domains. This paper focuses on a feasibility study in applying a policy- and architecture-based approach to the development of self-adaptive robotic systems. We describe two case studies in which we construct self-adaptive Robocode and Mindstorms robots, report on our development experiences, and discuss the challenges we encountered."
8,Evolving robot software and hardware.,2020,A. E. Eiben,conf/icse/Eiben20,https://doi.org/10.1145/3387939.3391593,False,True,True,True,False,False,False,No,,,"This paper summarizes the keynote I gave on the SEAMS 2020 conference. Noting the power of natural evolution that makes living systems extremely adaptive, I describe how artificial evolution can be employed to solve design and optimization problems in software. Thereafter, I discuss the Evolution of Things, that is, the possibility of evolving physical artefacts and zoom in on a (r)evolutionary way of creating ‘bodies’ and ‘brains’ of robots for engineering and fundamental research."
42,Policy-based self-adaptive architectures: a feasibility study in the robotics domain.,2008,John C. Georgas & Richard N. Taylor,conf/icse/GeorgasT08,https://doi.org/10.1145/1370018.1370038,False,True,True,True,False,False,False,No,,,"Robotics is a challenging domain which sometimes exhibits a clear need for self-adaptive capabilities, as such functionality offers the potential for robots to account for their unstable and unpredictable deployment domains. This paper focuses on a feasibility study in applying a policy- and architecture-based approach to the development of self-adaptive robotic systems. We describe two case studies in which we construct self-adaptive Robocode and Mindstorms robots, report on our development experiences, and discuss the challenges we encountered."
7,Poster: Model-based Run-time Variability Resolution for Robotic Applications.,2015,Luca Gherardi & Nico Hochgeschwender,conf/icse/GherardiH15,https://doi.org/10.1109/ICSE.2015.269,False,True,True,True,False,False,False,No,,,In this paper we present our ongoing work on Robotics Run-time Adaptation (RRA). RRA is a model-driven approach that addresses robotics runtime adaptation by modeling and resolving run-time variability of robotic applications.
27,Exposing off-nominal behaviors in multi-robot coordination.,2019,Kaushik Madala & Hyunsook Do & Daniel Aceituna,conf/icse/MadalaDA19,https://doi.org/10.1109/RoSE.2019.00006,False,True,True,True,False,False,False,No,,,"Often software in robotics systems is susceptible to unexpected and unforeseen behaviors called off-nominal behaviors (ONBs) and these ONBs can affect the reliability or safety of the systems. While some work is done on exposing ONBs in a system, there has been little research conducted on exposing ONBs when multiple robots perform a task together. In this paper, we propose a combinatorial based approach to expose ONBs in such multi-robot coordination tasks during the requirements engineering phase. Our approach separates system level analysis and coordination level analysis, and generates combinations that need to be manually analyzed for ONBs. To evaluate the effectiveness of our approach, we conducted an empirical study with a set of requirements that have three coordination tasks. The results of our study show that our approach offers a means for ONB knowledge acquisition and reduces significant human effort and time required for exposing ONBs."
11,Towards Executing Dynamically Updating Finite-State Controllers on a Robot System.,2015,Valerio Panzica La Manna & Joel Greenyer & Donato Clun & Carlo Ghezzi,conf/icse/MannaGCG15,https://doi.org/10.1109/MiSE.2015.15,False,True,True,True,False,False,False,No,,,"To support the requirements specification in a System of Systems (SoS) environment, we propose a scenario-based and iterative specification technique. This allows requirements engineers to continuously model and jointly execute and test the system behavior for the SoS and the constituent systems in order to detect contradictions in the requirement specifications at an early stage. This work specifically addresses the challenge of executing synthesized controllers that can be updated at runtime to handle changing requirements or environments in robotic systems."
4,On the software engineering challenges of applying reactive synthesis to robotics.,2018,Shahar Maoz & Jan Oliver Ringert,conf/icse/MaozR18,https://doi.org/10.1145/3196558.3196561,False,True,True,True,False,False,False,No,,,"Reactive synthesis is an automated procedure to obtain a correct-by-construction reactive system from its temporal logic specification. This short paper discusses the software engineering challenges in applying reactive synthesis to robotics, beyond the synthesis algorithms themselves, including the challenge of writing declarative specifications, the challenge of abstraction of data and time, and the challenge of availability of an adequate development process supported by related tools. The identification and description of the challenges are based on our experience in building a development environment for reactive synthesis and applying it to the construction of about 10 different autonomous Lego robots. We describe the challenges using concrete examples from one of the robots built in our lab."
45,Towards multi-robot applications planning under uncertainty.,2018,Claudio Menghi & Sergio García 0002 & Patrizio Pelliccione & Jana Tumova,conf/icse/MenghiGPT18,https://doi.org/10.1145/3183440.3195046,False,True,True,True,False,False,False,No,,,"Novel robotic applications are no longer based on a single robot that performs a specific task in a static and well-known environment. Instead, they are increasingly based on teams of robots that collaborate to perform a desired mission. We propose a decentralized planning technique for multi-robot applications. Our technique allows for planning the movements of a team of robots that must satisfy a mission expressed in Linear Temporal Logic (LTL). The technique accounts for the uncertainty that characterizes the robots’ movements and the environment in which they are operating."
19,PsALM: specification of dependable robotic missions.,2019,Claudio Menghi & Christos Tsigkanos & Thorsten Berger & Patrizio Pelliccione,conf/icse/MenghiTBP19,https://doi.org/10.1109/ICSE-Companion.2019.00048,False,True,True,True,False,False,False,No,,,"Engineering dependable software for mobile robots is becoming increasingly important. A core asset to engineering mobile robots is the mission specification – a description of the mission that mobile robots shall achieve. Mission specifications are used, among others, to synthesize, verify, simulate or guide the engineering of robot software. However, development of precise mission specifications is challenging, as engineers need to translate requirements into specification structures often expressed in a logical language – a laborious and error-prone task. Specification patterns, as solutions for recurrent specification problems have been recognized as a solution for this problem. Each pattern details the usage intent, known uses, relationships to other patterns, and—most importantly—a template mission specification in temporal logic. Patterns constitute reusable building blocks that can be used by engineers to create complex mission specifications while reducing mistakes. To this end, we describe PsALM, a toolchain supporting the development of dependable robotic missions. PsALM supports the description of mission requirements through specification patterns and allows automatic generation of mission specifications. PsALM produces specifications expressed in LTL and CTL temporal logics to be used by planners, simulators and model checkers, supporting systematic mission design. The pattern catalog and PsALM is available on our dedicated website www.roboticpatterns.com"
34,Property specification patterns for robotic missions.,2018,Claudio Menghi & Christos Tsigkanos & Thorsten Berger & Patrizio Pelliccione & Carlo Ghezzi,conf/icse/MenghiTBPG18,https://doi.org/10.1145/3183440.3195044,False,True,True,True,False,False,False,No,,,"Mobile and general-purpose robots increasingly support our everyday life, requiring dependable robotics control software. Creating such software mainly amounts to implementing their complex behaviors known as missions. We present a catalog of 22 mission specification patterns for mobile robots, together with tooling for instantiating, composing, and compiling the patterns to create mission specifications. The patterns provide solutions for recurrent specification problems, each of which detailing the usage intent, known uses, relationships to other patterns, and a template mission specification in temporal logic."
32,Robot on!: a serious game for improving programming comprehension.,2016,Michael A. Miljanovic & Jeremy S. Bradbury,conf/icse/MiljanovicB16,https://doi.org/10.1145/2896958.2896962,False,True,True,True,False,False,False,No,,,"We introduce a serious game called Robot ON! aimed at players who have never programmed before. Unlike other serious programming games, Robot ON! focuses on comprehension rather than problem-solving challenges; players do not actually write any programs, but are instead given the task of demonstrating their knowledge and understanding of a program's behavior. Robot ON! includes tools that allow players to demonstrate understanding of variable values, data types, program statements, and control flow."
